original_Entity,predicted_Entity,Input Query
<no_ent>,<no_ent>,<eou> roberto mancini is the current coach of italy. <eou> who is the most important player for italy right now?
<no_ent>,<no_ent>,for italy right now? <eou> i think balotelli is. <eou> are italy likely to qualify for the 2020 european championship?
<no_ent>,<no_ent>,"a very goo team, so i believe they will. <eou> will italy have a good chance to win the championship?"
<no_ent>,<no_ent>,good chance to win the championship? <eou> no <eou> why doesn't italy have a good chance of winning the championship?
<no_ent>,<no_ent>,"great to have the english season back, will the big spenders succeed again ?"
<no_ent>,<no_ent>,an eye on chelsea this season! i think they have a lot to prove. <eou> what makes you think that?
<no_ent>,<no_ent>,from the one that won the league 2 years ago. <eou> how much did was spent this year on recruiting?
<no_ent>,<no_ent>,spent this year on recruiting? <eou> 2 years from the victory <eou> what was the last match that you watched?
<no_ent>,<no_ent>,you watched? <eou> the last match i watched was japan against poland. <eou> has anyone gotten engaged at a game?
<no_ent>,<no_ent>,"09/01/2017. <eou> well that's good to know, but i really need to get going, i'll talk to you later, goodbye."
<no_ent>,<no_ent>,i don't think spain will ever lose
<no_ent>,<no_ent>,"good, but they aren't that good <eou> yes, you're right. all teams have losses, no matter how good they are."
<no_ent>,<no_ent>,all teams lose abeses <eou> if you have bad days and good days but there is as much as possible
<no_ent>,<no_ent>,days but there is as much as possible <eou> there are always losses in games <eou> all teams have declines
<no_ent>,<no_ent>,"when is it a decline vs just plan sucking? <eou> is ""sucking"" supposed to be a technical term for performance?"
<no_ent>,<no_ent>,i really love the team
<no_ent>,<no_ent>,is a team i like due to their clever passing football style. <eou> what's so clever about their passing style?
<no_ent>,<no_ent>,clever about their passing style? <eou> they are very precise and quick <eou> they are very fast in their counterattacks
<no_ent>,<no_ent>,are very fast in their counterattacks <eou> i dont like japan team <eou> how many players are on a team?
<no_ent>,<no_ent>,"11 players per team at a time, but they will also have substitute players etc. <eou> how many substitutes, usually?"
<no_ent>,<no_ent>,do any indigenous people play for brazil?
<no_ent>,<no_ent>,it's hard to say but my guy says yes <eou> how much time does the team spend practicing per day?
<no_ent>,<no_ent>,i'm sure it's a lot of time. <eou> what sportscaster posted an nfl coaching record of 103-22-7? a: john madden.
<no_ent>,<no_ent>,john madden. <eou> mention the goalkeeper of brazil <eou> alisson becker is brazil's goal; keeper. i believe he is italian.
<no_ent>,<no_ent>,believe he is italian. <eou> alisson becker also plays for liverpool <eou> who eliminated brazil from this years world cup?
<no_ent>,<no_ent>,i absolutely adore iceland
<no_ent>,<no_ent>,<eou> did iceland place 15th last year overall? <eou> what is the place in iceland of last year? 15th place.
<no_ent>,<no_ent>,is the most fascinating country on the planet <eou> was iceland a great place to hold the world cup 2018?
<no_ent>,<no_ent>,was iceland a great place to hold the world cup 2018? <eou> may be <eou> yes i believe it is
<no_ent>,<no_ent>,believe it is <eou> it will be but not this year. <eou> which year do you think it can happen?
<no_ent>,<no_ent>,what is their record amount of goals scored at a world cup final?
<no_ent>,<no_ent>,what is their record amount of goals scored at a world cup final? <eou> 146 <eou> that's a good number!
<no_ent>,<no_ent>,world cup final? <eou> 146 <eou> that's a good number! <eou> how many did belgium score this year? <eou> 16
<no_ent>,<no_ent>,16 <eou> 16 goals that's good. who do you think the best player is from the belgium team? <eou> hazard
<no_ent>,<no_ent>,hazard is the best player in belgium is a very good team and the second best player is from bruyne
<no_ent>,<no_ent>,i admire brazil
<no_ent>,<no_ent>,i admire brazil <eou> what do you like about brazil? <eou> i like brazil
<no_ent>,<no_ent>,"for its style of play and for the good players it has <eou> neymar is an excellent player, nobody compares"
<no_ent>,<no_ent>,a good player but the best in the brazilian team <eou> are there better players on other south american sides?
<no_ent>,<no_ent>,better players on other south american sides? <eou> there are great players on every team <eou> the marathon qualifying campaign
<no_ent>,<no_ent>,i like team
<no_ent>,<no_ent>,i like team <eou> they played the villar perosa friendly today. <eou> what day was that match up played on?
<no_ent>,<no_ent>,"b in villar perosa, where the match always ends with a field invasion by the fans in a festive atmosphere"
<no_ent>,<no_ent>,"the other players resent ronaldo's fame? <eou> cristiano ronaldo film captures giant ego and strange, lonely world of being cr7"
<no_ent>,<no_ent>,of being cr7 <eou> juventus needs ronaldo <eou> i think this team is perfect with or without cr7 ( cristiano)
<no_ent>,<no_ent>,hello
<no_ent>,<no_ent>,hello <eou> how do you think chelsea will do this season? <eou> why are you asking about chelsea?
<no_ent>,<no_ent>,asking about chelsea? <eou> they will finish 4th. it's all scripted. <eou> the chelsea will pass to the next round?
<no_ent>,<no_ent>,"finish 3rd-4th in the league. i'm disappointed with the way they sacked antonio conte, though. <eou> chelsea is a contender."
<no_ent>,<no_ent>,will win the league this year. <eou> chelsea can win the league is a competitive team and with good players
<no_ent>,<no_ent>,which one of liverpool's signings do you think is the best this year?
<no_ent>,<no_ent>,signings do you think is the best this year? <eou> definitely virgil van dijk <eou> is liverpool's defense lineup good?
<no_ent>,<no_ent>,"dijk <eou> is liverpool's defense lineup good? <eou> it is very good, how about chelseas? <eou> how big is liverpool?"
<no_ent>,<no_ent>,big is liverpool? <eou> liverpool is a pretty big team in england <eou> is liverpool going to wc this year?
<no_ent>,<no_ent>,"is liverpool going to wc this year? <eou> i think they will <eou> oh, what's their current position in league?"
<no_ent>,<no_ent>,does spain have a good soccer team?
<no_ent>,<no_ent>,does spain have a good soccer team? <eou> spain have a very good team. <eou> spain are very decent
<no_ent>,<no_ent>,"are very decent <eou> yes, spain has a very decent football team. <eou> what was their winning percentage for 2018?"
<no_ent>,<no_ent>,<eou> what was their winning percentage for 2018? <eou> i believe it was 17.8 <eou> fouls made by the team?
<no_ent>,<no_ent>,question but spain is not known for a dirty style of play. <eou> why was spain's win percentage so low?
<no_ent>,<no_ent>,i love italy
<no_ent>,<no_ent>,i love italy <eou> i dont <eou> who do you you think is the best player?
<no_ent>,<no_ent>,you you think is the best player? <eou> it was buffon <eou> why didn't they qualify for the world cup?
<no_ent>,<no_ent>,<eou> they lost too many games to qualify. <eou> do italy have a chance at winning the next world cup?
<no_ent>,<no_ent>,their tactics and discipline then they can. <eou> do you think their loses have anything to do with their coach?
<no_ent>,<no_ent>,who's the youngest player on the team?
<no_ent>,<no_ent>,"i'm not sure but is it hernâni jorge santos fortes, maybe? <eou> kadu, their goalkeeper is only 16 years old°"
<no_ent>,<no_ent>,it <eou> i think ruben neves is the youngest player who has had the porto and was born in 1997
<no_ent>,<no_ent>,1997 <eou> fc. porto flag is what color ? <eou> will fc. porto win next time they play against italy?
<no_ent>,<no_ent>,is a team <eou> did any current fc porto players play on the portuguese team in the 2018 world cup?
<no_ent>,<no_ent>,none of above
<no_ent>,<no_ent>,"plus the athleticism is hard to beat. speaking of athleticism, did you see who made the latest men's magazine cover?"
<no_ent>,<no_ent>,magazine cover? <eou> no i did not. who was it? <eou> i think football is much more exciting than rugby
<no_ent>,<no_ent>,world making it more enjoyable to watch on a worldwide scale. <eou> why is football generally more acceptable than rugby?
<no_ent>,<no_ent>,than rugby? <eou> why did he believe first <eou> who do you think will win the mls cup this year?
<no_ent>,<no_ent>,love italy
<no_ent>,<no_ent>,love italy <eou> why did they not qualify for the world cup? <eou> they didn't have enough points.
<no_ent>,<no_ent>,"a team that is being rebuilt needs.time. <eou> if most of you are starting, you have to fight a lot"
<no_ent>,<no_ent>,would be a great struggle but i believe they can do it. <eou> this team needs a lot of improvement
<no_ent>,<no_ent>,lot of improvement <eou> yes i think the rebuilding process will get better <eou> can italy rebuild for next wc?
<no_ent>,<no_ent>,what do you think about sarah?
<no_ent>,<no_ent>,what do you think about sarah? <eou> who is sarah? <eou> maybe salah
liverpool,<no_ent>,"sarah? <eou> maybe salah <eou> salah is a good player, lots of potential <eou> name three players on this team?"
<no_ent>,<no_ent>,"<eou> salah ,henderson and mane <eou> do you think mane will score as many goals as salah this season ?"
<no_ent>,<no_ent>,good short france
<no_ent>,<no_ent>,"known as fff, or in french. <eou> france and belgium seems to be a good semi-finals? who do you got?"
<no_ent>,<no_ent>,they have the aggressive offense that will take them to the finals. <eou> who is the top player for france?
<no_ent>,<no_ent>,<eou> top player for france has to be kylian mpabbe <eou> i don't think france has a chance against belgium
<no_ent>,<no_ent>,belgium may wipe the floor with them. <eou> either way i'm sure it will be one heck of a game!
<no_ent>,<no_ent>,have you ever seen chelsea f.c. play?
<no_ent>,<no_ent>,"seen chelsea f.c. play? <eou> i am a bot, can't see matches. <eou> do you think chelsea will sell wilian?"
<no_ent>,<no_ent>,chelsea will sell wilian? <eou> he is a very valuable player. <eou> are the chelsea fans as rowdy as liverpool?
<no_ent>,<no_ent>,are quite noisy when they are in their stadium <eou> do you think chelsea has better fans than palace ?
<no_ent>,<no_ent>,chelsea because they are more loyal fans despite not being as noisy. <eou> is chelsea known to have noise fans?
<no_ent>,<no_ent>,what do you think of mexico's performance in the world cup?
<no_ent>,<no_ent>,you think of mexico's performance in the world cup? <eou> a bit lacklustre <eou> when was the mexican team formed?
<no_ent>,<no_ent>,team formed? <eou> at the moment it has been formed much better <eou> if they prepare well in this world
<no_ent>,<no_ent>,well in this world <eou> did you watch their last match ? <eou> helpful hints to manage your time effectively
<no_ent>,<no_ent>,manage your time effectively <eou> guardado is a very good player <eou> he is not a good player at all
<no_ent>,<no_ent>,did you catch liverpool's ludicrous display?
<no_ent>,<no_ent>,did you catch liverpool's ludicrous display? <eou> i did not see the game <eou> are you a supporter of liverpool?
<no_ent>,<no_ent>,"a supporter of liverpool? <eou> no, you do have to respect their talent. <eou> why are you not a supporter?"
<no_ent>,<no_ent>,not a supporter? <eou> never been a fan of liverpool. don’t like their players. <eou> do you like the coach?
<no_ent>,<no_ent>,the fans on his side for sure. <eou> but does he have what it takes to get us the championship?
<no_ent>,<no_ent>,it takes to get us the championship? <eou> yes futbol <eou> who do you think liverpool's main rivals might be?
<no_ent>,<no_ent>,will this be the year klopp wins a trophy at liverpool?
<no_ent>,<no_ent>,he should win a trophy with liverpool. he usually wins by the third season as manager. <eou> you are right
<no_ent>,<no_ent>,of pressure. <eou> yes he is doing to great this year not to. made the best signings of any club.
